DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORR,,Date,SOFR,EFFR,,,,
lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,,,,,
d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",,,,,,,
12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,10/9/2008,2008-10-09 to 2021-07-28,,,,,,,
Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Required Reserves,,,sofr,effr,,,,
Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,,,,,,,
date,value,date,value,date,value,date,value,,,,,,, 
7/19/2019,2.25,7/19/2019,2.5,11/24/2020,0,7/19/2019,2.35,1/28/2021,0.04,0.07,,,,
7/20/2019,2.25,7/20/2019,2.5,11/25/2020,#N/A,7/20/2019,2.35,1/29/2021,0.06,0.07,,,,
7/21/2019,2.25,7/21/2019,2.5,11/26/2020,#N/A,7/21/2019,2.35,2/1/2021,0.07,0.08,,,,
7/22/2019,2.25,7/22/2019,2.5,11/27/2020,#N/A,7/22/2019,2.35,2/2/2021,0.07,0.08,,,,
7/23/2019,2.25,7/23/2019,2.5,11/30/2020,0,7/23/2019,2.35,2/3/2021,0.07,0.08,,,,
7/24/2019,2.25,7/24/2019,2.5,12/1/2020,0,7/24/2019,2.35,2/4/2021,0.05,0.08,,,,
7/25/2019,2.25,7/25/2019,2.5,12/2/2020,0,7/25/2019,2.35,2/5/2021,0.02,0.08,,,,
7/26/2019,2.25,7/26/2019,2.5,12/3/2020,#N/A,7/26/2019,2.35,2/8/2021,0.02,0.07,,,,
7/27/2019,2.25,7/27/2019,2.5,12/4/2020,#N/A,7/27/2019,2.35,2/9/2021,0.05,0.08,,,,
7/28/2019,2.25,7/28/2019,2.5,12/7/2020,0,7/28/2019,2.35,2/10/2021,0.06,0.08,,,,
7/29/2019,2.25,7/29/2019,2.5,12/8/2020,0,7/29/2019,2.35,2/11/2021,0.06,0.08,,,,
7/30/2019,2.25,7/30/2019,2.5,12/9/2020,0,7/30/2019,2.35,2/12/2021,0.05,0.08,,,,
7/31/2019,2.25,7/31/2019,2.5,12/10/2020,0,7/31/2019,2.35,2/16/2021,0.06,0.08,,,,
8/1/2019,2,8/1/2019,2.25,12/11/2020,#N/A,8/1/2019,2.1,2/17/2021,0.06,0.08,,,,
8/2/2019,2,8/2/2019,2.25,12/14/2020,0,8/2/2019,2.1,2/18/2021,0.03,0.07,,,,
8/3/2019,2,8/3/2019,2.25,12/15/2020,0,8/3/2019,2.1,2/19/2021,0.02,0.07,,,,
8/4/2019,2,8/4/2019,2.25,12/16/2020,0,8/4/2019,2.1,2/22/2021,0.03,0.07,,,,
8/5/2019,2,8/5/2019,2.25,12/17/2020,0,8/5/2019,2.1,2/23/2021,0.01,0.07,,,,
8/6/2019,2,8/6/2019,2.25,12/18/2020,0,8/6/2019,2.1,2/24/2021,0.02,0.07,,,,
8/7/2019,2,8/7/2019,2.25,12/21/2020,0,8/7/2019,2.1,2/25/2021,0.03,0.07,,,,
8/8/2019,2,8/8/2019,2.25,12/22/2020,0,8/8/2019,2.1,2/26/2021,0.01,0.07,,,,
8/9/2019,2,8/9/2019,2.25,12/23/2020,0,8/9/2019,2.1,3/1/2021,0.02,0.07,,,,
8/10/2019,2,8/10/2019,2.25,12/24/2020,0,8/10/2019,2.1,3/2/2021,0.04,0.07,,,,
8/11/2019,2,8/11/2019,2.25,12/25/2020,#N/A,8/11/2019,2.1,3/3/2021,0.04,0.07,,,,
8/12/2019,2,8/12/2019,2.25,12/28/2020,0,8/12/2019,2.1,3/4/2021,0.02,0.07,,,,
8/13/2019,2,8/13/2019,2.25,12/29/2020,0,8/13/2019,2.1,3/5/2021,0.02,0.07,,,,
8/14/2019,2,8/14/2019,2.25,12/30/2020,0,8/14/2019,2.1,3/8/2021,0.02,0.07,,,,
8/15/2019,2,8/15/2019,2.25,12/31/2020,0,8/15/2019,2.1,3/9/2021,0.02,0.07,,,,
8/16/2019,2,8/16/2019,2.25,1/1/2021,#N/A,8/16/2019,2.1,3/10/2021,0.02,0.07,,,,
8/17/2019,2,8/17/2019,2.25,1/4/2021,0,8/17/2019,2.1,3/11/2021,0.01,0.07,,,,
8/18/2019,2,8/18/2019,2.25,1/5/2021,0,8/18/2019,2.1,3/12/2021,0.01,0.07,,,,
8/19/2019,2,8/19/2019,2.25,1/6/2021,0,8/19/2019,2.1,3/15/2021,0.01,0.07,,,,
8/20/2019,2,8/20/2019,2.25,1/7/2021,0,8/20/2019,2.1,3/16/2021,0.01,0.07,,,,
8/21/2019,2,8/21/2019,2.25,1/8/2021,#N/A,8/21/2019,2.1,3/17/2021,0.01,0.07,,,,
8/22/2019,2,8/22/2019,2.25,1/11/2021,#N/A,8/22/2019,2.1,3/18/2021,0.01,0.07,,,,
8/23/2019,2,8/23/2019,2.25,1/12/2021,#N/A,8/23/2019,2.1,3/19/2021,0.01,0.07,,,,
8/24/2019,2,8/24/2019,2.25,1/13/2021,#N/A,8/24/2019,2.1,3/22/2021,0.01,0.07,,,,
8/25/2019,2,8/25/2019,2.25,1/14/2021,0,8/25/2019,2.1,3/23/2021,0.01,0.07,,,,
8/26/2019,2,8/26/2019,2.25,1/15/2021,#N/A,8/26/2019,2.1,3/24/2021,0.01,0.07,,,,
8/27/2019,2,8/27/2019,2.25,1/18/2021,#N/A,8/27/2019,2.1,3/25/2021,0.01,0.07,,,,
8/28/2019,2,8/28/2019,2.25,1/19/2021,0,8/28/2019,2.1,3/26/2021,0.01,0.07,,,,
8/29/2019,2,8/29/2019,2.25,1/20/2021,0,8/29/2019,2.1,3/29/2021,0.01,0.07,,,,
8/30/2019,2,8/30/2019,2.25,1/21/2021,0,8/30/2019,2.1,3/30/2021,0.01,0.07,,,,
8/31/2019,2,8/31/2019,2.25,1/22/2021,#N/A,8/31/2019,2.1,3/31/2021,0.01,0.06,,,,
9/1/2019,2,9/1/2019,2.25,1/25/2021,0,9/1/2019,2.1,4/1/2021,0.01,0.07,,,,
9/2/2019,2,9/2/2019,2.25,1/26/2021,0,9/2/2019,2.1,4/2/2021,NA,0.07,,,,
9/3/2019,2,9/3/2019,2.25,1/27/2021,0,9/3/2019,2.1,4/5/2021,0.01,0.07,,,,
9/4/2019,2,9/4/2019,2.25,1/28/2021,0,9/4/2019,2.1,4/6/2021,0.01,0.07,,,,
9/5/2019,2,9/5/2019,2.25,1/29/2021,0,9/5/2019,2.1,4/7/2021,0.01,0.07,,,,
9/6/2019,2,9/6/2019,2.25,2/1/2021,0,9/6/2019,2.1,4/8/2021,0.01,0.07,,,,
9/7/2019,2,9/7/2019,2.25,2/2/2021,0,9/7/2019,2.1,4/9/2021,0.01,0.07,,,,
9/8/2019,2,9/8/2019,2.25,2/3/2021,0,9/8/2019,2.1,4/12/2021,0.01,0.07,,,,
9/9/2019,2,9/9/2019,2.25,2/4/2021,0,9/9/2019,2.1,4/13/2021,0.01,0.07,,,,
9/10/2019,2,9/10/2019,2.25,2/5/2021,0,9/10/2019,2.1,4/14/2021,0.01,0.07,,,,
9/11/2019,2,9/11/2019,2.25,2/8/2021,0,9/11/2019,2.1,4/15/2021,0.01,0.07,,,,
9/12/2019,2,9/12/2019,2.25,2/9/2021,0,9/12/2019,2.1,4/16/2021,0.01,0.07,,,,
9/13/2019,2,9/13/2019,2.25,2/10/2021,#N/A,9/13/2019,2.1,4/19/2021,0.01,0.07,,,,
9/14/2019,2,9/14/2019,2.25,2/11/2021,0,9/14/2019,2.1,4/20/2021,0.01,0.07,,,,
9/15/2019,2,9/15/2019,2.25,2/12/2021,0,9/15/2019,2.1,4/21/2021,0.01,0.07,,,,
9/16/2019,2,9/16/2019,2.25,2/15/2021,#N/A,9/16/2019,2.1,4/22/2021,0.01,0.07,,,,
9/17/2019,2,9/17/2019,2.25,2/16/2021,0,9/17/2019,2.1,4/23/2021,0.01,0.07,,,,
9/18/2019,2,9/18/2019,2.25,2/17/2021,0,9/18/2019,2.1,4/26/2021,0.01,0.07,,,,
9/19/2019,1.75,9/19/2019,2,2/18/2021,#N/A,9/19/2019,1.8,4/27/2021,0.01,0.07,,,,
9/20/2019,1.75,9/20/2019,2,2/19/2021,0,9/20/2019,1.8,4/28/2021,0.01,0.07,,,,
9/21/2019,1.75,9/21/2019,2,2/22/2021,0,9/21/2019,1.8,4/29/2021,0.01,0.06,,,,
9/22/2019,1.75,9/22/2019,2,2/23/2021,0,9/22/2019,1.8,4/30/2021,0.01,0.05,,,,
9/23/2019,1.75,9/23/2019,2,2/24/2021,0,9/23/2019,1.8,5/3/2021,0.01,0.06,,,,
9/24/2019,1.75,9/24/2019,2,2/25/2021,0,9/24/2019,1.8,5/4/2021,0.01,0.06,,,,
9/25/2019,1.75,9/25/2019,2,2/26/2021,0,9/25/2019,1.8,5/5/2021,0.01,0.06,,,,
9/26/2019,1.75,9/26/2019,2,3/1/2021,#N/A,9/26/2019,1.8,5/6/2021,0.01,0.06,,,,
9/27/2019,1.75,9/27/2019,2,3/2/2021,0,9/27/2019,1.8,5/7/2021,0.01,0.06,,,,
9/28/2019,1.75,9/28/2019,2,3/3/2021,0,9/28/2019,1.8,5/10/2021,0.01,0.06,,,,
9/29/2019,1.75,9/29/2019,2,3/4/2021,0,9/29/2019,1.8,5/11/2021,0.01,0.06,,,,
9/30/2019,1.75,9/30/2019,2,3/5/2021,0,9/30/2019,1.8,5/12/2021,0.01,0.06,,,,
10/1/2019,1.75,10/1/2019,2,3/8/2021,0,10/1/2019,1.8,5/13/2021,0.01,0.06,,,,
10/2/2019,1.75,10/2/2019,2,3/9/2021,#N/A,10/2/2019,1.8,5/14/2021,0.01,0.06,,,,
10/3/2019,1.75,10/3/2019,2,3/10/2021,0,10/3/2019,1.8,5/17/2021,0.01,0.06,,,,
10/4/2019,1.75,10/4/2019,2,3/11/2021,0,10/4/2019,1.8,5/18/2021,0.01,0.06,,,,
10/5/2019,1.75,10/5/2019,2,3/12/2021,0,10/5/2019,1.8,5/19/2021,0.01,0.06,,,,
10/6/2019,1.75,10/6/2019,2,3/15/2021,0,10/6/2019,1.8,5/20/2021,0.01,0.06,,,,
10/7/2019,1.75,10/7/2019,2,3/16/2021,0,10/7/2019,1.8,5/21/2021,0.01,0.06,,,,
10/8/2019,1.75,10/8/2019,2,3/17/2021,#N/A,10/8/2019,1.8,5/24/2021,0.01,0.06,,,,
10/9/2019,1.75,10/9/2019,2,3/18/2021,0,10/9/2019,1.8,5/25/2021,0.01,0.06,,,,
10/10/2019,1.75,10/10/2019,2,3/19/2021,0,10/10/2019,1.8,5/26/2021,0.01,0.06,,,,
10/11/2019,1.75,10/11/2019,2,3/22/2021,0,10/11/2019,1.8,5/27/2021,0.01,0.06,,,,
10/12/2019,1.75,10/12/2019,2,3/23/2021,0,10/12/2019,1.8,5/28/2021,0.01,0.05,,,,
10/13/2019,1.75,10/13/2019,2,3/24/2021,0,10/13/2019,1.8,6/1/2021,0.01,0.06,,,,
10/14/2019,1.75,10/14/2019,2,3/25/2021,0,10/14/2019,1.8,6/2/2021,0.01,0.06,,,,
10/15/2019,1.75,10/15/2019,2,3/26/2021,0,10/15/2019,1.8,6/3/2021,0.01,0.06,,,,
10/16/2019,1.75,10/16/2019,2,3/29/2021,0,10/16/2019,1.8,6/4/2021,0.01,0.06,,,,
10/17/2019,1.75,10/17/2019,2,3/30/2021,0,10/17/2019,1.8,6/7/2021,0.01,0.06,,,,
10/18/2019,1.75,10/18/2019,2,3/31/2021,0,10/18/2019,1.8,6/8/2021,0.01,0.06,,,,
10/19/2019,1.75,10/19/2019,2,4/1/2021,#N/A,10/19/2019,1.8,6/9/2021,0.01,0.06,,,,
10/20/2019,1.75,10/20/2019,2,4/2/2021,#N/A,10/20/2019,1.8,6/10/2021,0.01,0.06,,,,
10/21/2019,1.75,10/21/2019,2,4/5/2021,0,10/21/2019,1.8,6/11/2021,0.01,0.06,,,,
10/22/2019,1.75,10/22/2019,2,4/6/2021,0,10/22/2019,1.8,6/14/2021,0.01,0.06,,,,
10/23/2019,1.75,10/23/2019,2,4/7/2021,0,10/23/2019,1.8,6/15/2021,0.01,0.06,,,,
10/24/2019,1.75,10/24/2019,2,4/8/2021,0,10/24/2019,1.8,6/16/2021,0.01,0.06,,,,
10/25/2019,1.75,10/25/2019,2,4/9/2021,0,10/25/2019,1.8,6/17/2021,0.05,0.1,,,,
10/26/2019,1.75,10/26/2019,2,4/12/2021,0,10/26/2019,1.8,6/18/2021,0.05,0.1,,,,
10/27/2019,1.75,10/27/2019,2,4/13/2021,0,10/27/2019,1.8,6/21/2021,0.05,0.1,,,,
10/28/2019,1.75,10/28/2019,2,4/14/2021,0,10/28/2019,1.8,6/22/2021,0.05,0.1,,,,
10/29/2019,1.75,10/29/2019,2,4/15/2021,0,10/29/2019,1.8,6/23/2021,0.05,0.1,,,,
10/30/2019,1.75,10/30/2019,2,4/16/2021,0,10/30/2019,1.8,6/24/2021,0.05,0.1,,,,
10/31/2019,1.5,10/31/2019,1.75,4/19/2021,0,10/31/2019,1.55,6/25/2021,0.05,0.1,,,,
11/1/2019,1.5,11/1/2019,1.75,4/20/2021,0,11/1/2019,1.55,6/28/2021,0.05,0.1,,,,
11/2/2019,1.5,11/2/2019,1.75,4/21/2021,0,11/2/2019,1.55,6/29/2021,0.05,0.1,,,,
11/3/2019,1.5,11/3/2019,1.75,4/22/2021,0,11/3/2019,1.55,6/30/2021,0.05,0.08,,,,
11/4/2019,1.5,11/4/2019,1.75,4/23/2021,0,11/4/2019,1.55,7/1/2021,0.05,0.1,,,,
11/5/2019,1.5,11/5/2019,1.75,4/26/2021,0,11/5/2019,1.55,7/2/2021,0.05,0.1,,,,
11/6/2019,1.5,11/6/2019,1.75,4/27/2021,0,11/6/2019,1.55,7/6/2021,0.05,0.1,,,,
11/7/2019,1.5,11/7/2019,1.75,4/28/2021,0,11/7/2019,1.55,7/7/2021,0.05,0.1,,,,
11/8/2019,1.5,11/8/2019,1.75,4/29/2021,0,11/8/2019,1.55,7/8/2021,0.05,0.1,,,,
11/9/2019,1.5,11/9/2019,1.75,4/30/2021,0,11/9/2019,1.55,7/9/2021,0.05,0.1,,,,
11/10/2019,1.5,11/10/2019,1.75,5/3/2021,0,11/10/2019,1.55,7/12/2021,0.05,0.1,,,,
11/11/2019,1.5,11/11/2019,1.75,5/4/2021,0,11/11/2019,1.55,7/13/2021,0.05,0.1,,,,
11/12/2019,1.5,11/12/2019,1.75,5/5/2021,0,11/12/2019,1.55,7/14/2021,0.05,0.1,,,,
11/13/2019,1.5,11/13/2019,1.75,5/6/2021,0,11/13/2019,1.55,7/15/2021,0.05,0.1,,,,
11/14/2019,1.5,11/14/2019,1.75,5/7/2021,0,11/14/2019,1.55,7/16/2021,0.05,0.1,,,,
11/15/2019,1.5,11/15/2019,1.75,5/10/2021,0,11/15/2019,1.55,7/19/2021,0.05,0.1,,,,
11/16/2019,1.5,11/16/2019,1.75,5/11/2021,0,11/16/2019,1.55,7/20/2021,0.05,0.1,,,,
11/17/2019,1.5,11/17/2019,1.75,5/12/2021,0,11/17/2019,1.55,7/21/2021,0.05,0.1,,,,
11/18/2019,1.5,11/18/2019,1.75,5/13/2021,0,11/18/2019,1.55,7/22/2021,0.05,0.1,,,,
11/19/2019,1.5,11/19/2019,1.75,5/14/2021,0,11/19/2019,1.55,7/23/2021,0.05,0.1,,,,
11/20/2019,1.5,11/20/2019,1.75,5/17/2021,0,11/20/2019,1.55,7/26/2021,0.05,0.1,,,,
11/21/2019,1.5,11/21/2019,1.75,5/18/2021,0,11/21/2019,1.55,7/27/2021,0.05,0.1,,,,
11/22/2019,1.5,11/22/2019,1.75,5/19/2021,0,11/22/2019,1.55,7/28/2021,0.05,0.1,,,,
11/23/2019,1.5,11/23/2019,1.75,5/20/2021,0,11/23/2019,1.55,7/29/2021,0.05,0.1,,,,
11/24/2019,1.5,11/24/2019,1.75,5/21/2021,0,11/24/2019,1.55,7/30/2021,0.05,0.07,,,,
11/25/2019,1.5,11/25/2019,1.75,5/24/2021,0,11/25/2019,1.55,8/2/2021,0.05,0.1,,,,
11/26/2019,1.5,11/26/2019,1.75,5/25/2021,0,11/26/2019,1.55,8/3/2021,0.05,0.1,,,,
11/27/2019,1.5,11/27/2019,1.75,5/26/2021,0,11/27/2019,1.55,8/4/2021,0.05,0.1,,,,
11/28/2019,1.5,11/28/2019,1.75,5/27/2021,0,11/28/2019,1.55,8/5/2021,0.05,0.1,,,,
11/29/2019,1.5,11/29/2019,1.75,5/28/2021,0,11/29/2019,1.55,8/6/2021,0.05,0.1,,,,
11/30/2019,1.5,11/30/2019,1.75,5/31/2021,#N/A,11/30/2019,1.55,8/9/2021,0.05,0.1,,,,
12/1/2019,1.5,12/1/2019,1.75,6/1/2021,0,12/1/2019,1.55,8/10/2021,0.05,0.1,,,,
12/2/2019,1.5,12/2/2019,1.75,6/2/2021,0,12/2/2019,1.55,8/11/2021,0.05,0.1,,,,
12/3/2019,1.5,12/3/2019,1.75,6/3/2021,0,12/3/2019,1.55,8/12/2021,0.05,0.1,,,,
12/4/2019,1.5,12/4/2019,1.75,6/4/2021,0,12/4/2019,1.55,8/13/2021,0.05,0.1,,,,
12/5/2019,1.5,12/5/2019,1.75,6/7/2021,0,12/5/2019,1.55,8/16/2021,0.05,0.1,,,,
12/6/2019,1.5,12/6/2019,1.75,6/8/2021,0,12/6/2019,1.55,8/17/2021,0.05,0.1,,,,
12/7/2019,1.5,12/7/2019,1.75,6/9/2021,0,12/7/2019,1.55,8/18/2021,0.05,0.09,,,,
12/8/2019,1.5,12/8/2019,1.75,6/10/2021,0,12/8/2019,1.55,8/19/2021,0.05,0.09,,,,
12/9/2019,1.5,12/9/2019,1.75,6/11/2021,0,12/9/2019,1.55,8/20/2021,0.05,0.09,,,,
12/10/2019,1.5,12/10/2019,1.75,6/14/2021,0,12/10/2019,1.55,8/23/2021,0.05,0.09,,,,
12/11/2019,1.5,12/11/2019,1.75,6/15/2021,0,12/11/2019,1.55,8/24/2021,0.05,0.09,,,,
12/12/2019,1.5,12/12/2019,1.75,6/16/2021,0,12/12/2019,1.55,8/25/2021,0.05,0.09,,,,
12/13/2019,1.5,12/13/2019,1.75,6/17/2021,0.05,12/13/2019,1.55,8/26/2021,0.05,0.09,,,,
12/14/2019,1.5,12/14/2019,1.75,6/18/2021,0.05,12/14/2019,1.55,8/27/2021,0.05,0.08,,,,
12/15/2019,1.5,12/15/2019,1.75,6/21/2021,0.05,12/15/2019,1.55,8/30/2021,0.05,0.08,,,,
12/16/2019,1.5,12/16/2019,1.75,6/22/2021,0.05,12/16/2019,1.55,8/31/2021,0.05,0.06,,,,
12/17/2019,1.5,12/17/2019,1.75,6/23/2021,0.05,12/17/2019,1.55,9/1/2021,0.05,0.08,,,,
12/18/2019,1.5,12/18/2019,1.75,6/24/2021,0.05,12/18/2019,1.55,9/2/2021,0.05,0.08,,,,
12/19/2019,1.5,12/19/2019,1.75,6/25/2021,0.05,12/19/2019,1.55,9/3/2021,0.05,0.08,,,,
12/20/2019,1.5,12/20/2019,1.75,6/28/2021,0.05,12/20/2019,1.55,9/7/2021,0.05,0.08,,,,
12/21/2019,1.5,12/21/2019,1.75,6/29/2021,0.05,12/21/2019,1.55,9/8/2021,0.05,0.08,,,,
12/22/2019,1.5,12/22/2019,1.75,6/30/2021,0.05,12/22/2019,1.55,9/9/2021,0.05,0.08,,,,
12/23/2019,1.5,12/23/2019,1.75,7/1/2021,0.05,12/23/2019,1.55,9/10/2021,0.05,0.08,,,,
12/24/2019,1.5,12/24/2019,1.75,7/2/2021,0.05,12/24/2019,1.55,9/13/2021,0.05,0.08,,,,
12/25/2019,1.5,12/25/2019,1.75,7/5/2021,#N/A,12/25/2019,1.55,9/14/2021,0.05,0.08,,,,
12/26/2019,1.5,12/26/2019,1.75,7/6/2021,0.05,12/26/2019,1.55,9/15/2021,0.05,0.08,,,,
12/27/2019,1.5,12/27/2019,1.75,7/7/2021,0.05,12/27/2019,1.55,9/16/2021,0.05,0.08,,,,
12/28/2019,1.5,12/28/2019,1.75,7/8/2021,0.05,12/28/2019,1.55,9/17/2021,0.05,0.08,,,,
12/29/2019,1.5,12/29/2019,1.75,7/9/2021,0.05,12/29/2019,1.55,9/20/2021,0.05,0.08,,,,
12/30/2019,1.5,12/30/2019,1.75,7/12/2021,0.05,12/30/2019,1.55,9/21/2021,0.05,0.08,,,,
12/31/2019,1.5,12/31/2019,1.75,7/13/2021,0.05,12/31/2019,1.55,9/22/2021,0.05,0.08,,,,
1/1/2020,1.5,1/1/2020,1.75,7/14/2021,0.05,1/1/2020,1.55,9/23/2021,0.05,0.08,,,,
1/2/2020,1.5,1/2/2020,1.75,7/15/2021,0.05,1/2/2020,1.55,9/24/2021,0.05,0.08,,,,
1/3/2020,1.5,1/3/2020,1.75,7/16/2021,0.05,1/3/2020,1.55,9/27/2021,0.05,0.08,,,,
1/4/2020,1.5,1/4/2020,1.75,7/19/2021,0.05,1/4/2020,1.55,9/28/2021,0.05,0.08,,,,
1/5/2020,1.5,1/5/2020,1.75,7/20/2021,0.05,1/5/2020,1.55,9/29/2021,0.05,0.08,,,,
1/6/2020,1.5,1/6/2020,1.75,7/21/2021,0.05,1/6/2020,1.55,9/30/2021,0.05,0.06,,,,
1/7/2020,1.5,1/7/2020,1.75,7/22/2021,0.05,1/7/2020,1.55,10/1/2021,0.05,0.08,,,,
1/8/2020,1.5,1/8/2020,1.75,7/23/2021,0.05,1/8/2020,1.55,10/4/2021,0.05,0.08,,,,
1/9/2020,1.5,1/9/2020,1.75,7/26/2021,0.05,1/9/2020,1.55,10/5/2021,0.05,0.08,,,,
1/10/2020,1.5,1/10/2020,1.75,7/27/2021,0.05,1/10/2020,1.55,10/6/2021,0.05,0.08,,,,
1/11/2020,1.5,1/11/2020,1.75,7/28/2021,0.05,1/11/2020,1.55,10/7/2021,0.05,0.08,,,,
1/12/2020,1.5,1/12/2020,1.75,7/29/2021,0.05,1/12/2020,1.55,10/8/2021,0.05,0.08,,,,
1/13/2020,1.5,1/13/2020,1.75,7/30/2021,0.05,1/13/2020,1.55,10/12/2021,0.05,0.08,,,,
1/14/2020,1.5,1/14/2020,1.75,8/2/2021,0.05,1/14/2020,1.55,10/13/2021,0.05,0.08,,,,
1/15/2020,1.5,1/15/2020,1.75,8/3/2021,0.05,1/15/2020,1.55,10/14/2021,0.05,0.08,,,,
1/16/2020,1.5,1/16/2020,1.75,8/4/2021,0.05,1/16/2020,1.55,10/15/2021,0.05,0.08,,,,
1/17/2020,1.5,1/17/2020,1.75,8/5/2021,0.05,1/17/2020,1.55,10/18/2021,0.05,0.08,,,,
1/18/2020,1.5,1/18/2020,1.75,8/6/2021,0.05,1/18/2020,1.55,10/19/2021,0.03,0.08,,,,
1/19/2020,1.5,1/19/2020,1.75,8/9/2021,0.05,1/19/2020,1.55,10/20/2021,0.03,0.08,,,,
1/20/2020,1.5,1/20/2020,1.75,8/10/2021,0.05,1/20/2020,1.55,10/21/2021,0.03,0.08,,,,
1/21/2020,1.5,1/21/2020,1.75,8/11/2021,0.05,1/21/2020,1.55,10/22/2021,0.05,0.08,,,,
1/22/2020,1.5,1/22/2020,1.75,8/12/2021,0.05,1/22/2020,1.55,10/25/2021,0.04,0.08,,,,
1/23/2020,1.5,1/23/2020,1.75,8/13/2021,0.05,1/23/2020,1.55,10/26/2021,0.05,0.08,,,,
1/24/2020,1.5,1/24/2020,1.75,8/16/2021,0.05,1/24/2020,1.55,10/27/2021,0.05,0.08,,,,
1/25/2020,1.5,1/25/2020,1.75,8/17/2021,0.05,1/25/2020,1.55,10/28/2021,0.05,0.08,,,,
1/26/2020,1.5,1/26/2020,1.75,8/18/2021,0.05,1/26/2020,1.55,10/29/2021,0.05,0.07,,,,
1/27/2020,1.5,1/27/2020,1.75,8/19/2021,0.05,1/27/2020,1.55,11/1/2021,0.05,0.08,,,,
1/28/2020,1.5,1/28/2020,1.75,8/20/2021,0.05,1/28/2020,1.55,11/2/2021,0.05,0.08,,,,
1/29/2020,1.5,1/29/2020,1.75,8/23/2021,0.05,1/29/2020,1.55,11/3/2021,0.05,0.08,,,,
1/30/2020,1.5,1/30/2020,1.75,8/24/2021,0.05,1/30/2020,1.6,11/4/2021,0.05,0.08,,,,
1/31/2020,1.5,1/31/2020,1.75,8/25/2021,0.05,1/31/2020,1.6,11/5/2021,0.05,0.08,,,,
2/1/2020,1.5,2/1/2020,1.75,8/26/2021,0.05,2/1/2020,1.6,11/8/2021,0.05,0.08,,,,
2/2/2020,1.5,2/2/2020,1.75,8/27/2021,0.05,2/2/2020,1.6,11/9/2021,0.05,0.08,,,,
2/3/2020,1.5,2/3/2020,1.75,8/30/2021,0.05,2/3/2020,1.6,11/10/2021,0.05,0.08,,,,
2/4/2020,1.5,2/4/2020,1.75,8/31/2021,0.05,2/4/2020,1.6,11/12/2021,0.05,0.08,,,,
2/5/2020,1.5,2/5/2020,1.75,9/1/2021,0.05,2/5/2020,1.6,11/15/2021,0.05,0.08,,,,
2/6/2020,1.5,2/6/2020,1.75,9/2/2021,0.05,2/6/2020,1.6,11/16/2021,0.05,0.08,,,,
2/7/2020,1.5,2/7/2020,1.75,9/3/2021,0.05,2/7/2020,1.6,11/17/2021,0.05,0.08,,,,
2/8/2020,1.5,2/8/2020,1.75,9/6/2021,#N/A,2/8/2020,1.6,11/18/2021,0.05,0.08,,,,
2/9/2020,1.5,2/9/2020,1.75,9/7/2021,0.05,2/9/2020,1.6,11/19/2021,0.05,0.08,,,,
2/10/2020,1.5,2/10/2020,1.75,9/8/2021,0.05,2/10/2020,1.6,11/22/2021,0.05,0.08,,,,
2/11/2020,1.5,2/11/2020,1.75,9/9/2021,0.05,2/11/2020,1.6,11/23/2021,0.05,0.08,,,,
2/12/2020,1.5,2/12/2020,1.75,9/10/2021,0.05,2/12/2020,1.6,11/24/2021,0.05,0.08,,,,
2/13/2020,1.5,2/13/2020,1.75,9/13/2021,0.05,2/13/2020,1.6,11/26/2021,0.05,0.08,,,,
2/14/2020,1.5,2/14/2020,1.75,9/14/2021,0.05,2/14/2020,1.6,11/29/2021,0.05,0.08,,,,
2/15/2020,1.5,2/15/2020,1.75,9/15/2021,0.05,2/15/2020,1.6,11/30/2021,0.05,0.07,,,,
2/16/2020,1.5,2/16/2020,1.75,9/16/2021,0.05,2/16/2020,1.6,12/1/2021,0.05,0.08,,,,
2/17/2020,1.5,2/17/2020,1.75,9/17/2021,0.05,2/17/2020,1.6,12/2/2021,0.05,0.08,,,,
2/18/2020,1.5,2/18/2020,1.75,9/20/2021,0.05,2/18/2020,1.6,12/3/2021,0.05,0.08,,,,
2/19/2020,1.5,2/19/2020,1.75,9/21/2021,0.05,2/19/2020,1.6,12/6/2021,0.05,0.08,,,,
2/20/2020,1.5,2/20/2020,1.75,9/22/2021,0.05,2/20/2020,1.6,12/7/2021,0.05,0.08,,,,
2/21/2020,1.5,2/21/2020,1.75,9/23/2021,0.05,2/21/2020,1.6,12/8/2021,0.05,0.08,,,,
2/22/2020,1.5,2/22/2020,1.75,9/24/2021,0.05,2/22/2020,1.6,12/9/2021,0.05,0.08,,,,
2/23/2020,1.5,2/23/2020,1.75,9/27/2021,0.05,2/23/2020,1.6,12/10/2021,0.05,0.08,,,,
